source,conditionName,sentence,newTagL1,newTagL2,newTagL3,reviewedTag
NHS,Alcohol misuse,"This is to be expected, and your sleep patterns should return to normal within a month",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Alcohol misuse,"One of the main beliefs behind AA is that alcoholic dependence is a long-term, progressive illness and total abstinence is the only solution.",PERMANENT,,,PERMANENT
NHS,Alcohol poisoning,The level of alcohol in a person's blood can continue to rise for up to 30 to 40 minutes after their last drink.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Alcohol use disorder,Treatment may begin with a program of detoxification or detox — withdrawal that's medically managed — which generally takes two to seven days.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Alcohol-related liver disease,Death rates linked to ARLD have risen considerably over the last few decades.,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Alcohol-related liver disease,"Many people die from the condition each year in the UK, and some people only find out they have liver damage when their condition reaches this stage.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Alcohol-related liver disease,This usually takes 3 to 7 days from the time of your last drink,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Alcohol-related liver disease,"For people with severe alcoholic hepatitis, treatment in hospital may be necessary.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Alexander technique,"Lessons often take place in a studio, clinic or the teacher's house and usually last 30 to 45 minutes",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Alexander technique,long-term neck pain – lessons in the technique may lead to reduced neck pain and associated disability for up to a year or more,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Alkaptonuria,"If the condition is diagnosed in childhood, it may be possible to slow its progression by restricting protein in the diet, as this may reduce levels of tyrosine and phenylalanine in your body.",DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,DECLINE FAST FROM 5 MINUTE TO 1 DAY
NHS,Alkaptonuria,Alkaptonuria is a lifelong condition – there's currently no specific treatment or cure.,PERMANENT,,,PERMANENT
NHS,Allergic rhinitis,"The symptoms of allergic rhinitis occasionally improve with time, but this can take many years and it's unlikely that the condition will disappear completely.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Allergic rhinitis,"These problems can often be treated with medication, although surgery is sometimes needed in severe or long-term cases.",PERMANENT,,,PERMANENT
NHS,Allergies,"Some allergies go away as a child gets older, although many are lifelong",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Allergies,"While most allergies can't be cured, treatments can help relieve your allergy symptoms.",PERMANENT,,,PERMANENT
NHS,Allergies,"This will not necessarily cure your allergy, but it'll make it milder and mean you can take less medicine.",PERMANENT,,,PERMANENT
MAYO,Alpha-gal syndrome,Symptoms of alpha-gal syndrome may lessen or even disappear over time if you don't get any more bites from ticks that carry alpha-gal.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Altitude sickness,It usually takes a few days for your body to get used to a change in altitude.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Altitude sickness,"After 2 to 3 days, your body should have adjusted to the altitude and your symptoms should disappear.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Altitude sickness,"Tourists travelling to cities that are 2,500m above sea level or higher, such as La Paz in Bolivia or Bogotá in Colombia, can also get altitude sickness",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Altitude sickness,You should go to hospital as soon as possible for follow-up treatment.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Alzheimer's disease,Repeat statements and questions over and over,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Alzheimer's disease,"When the primary MCI deficit is memory, the condition is more likely to progress to dementia due to Alzheimer's disease.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Alzheimer's disease,"Alzheimer's disease can be diagnosed with complete certainty after death, when microscopic examination of the brain reveals the characteristic plaques and tangles.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Alzheimer's disease,"Alzheimer's disease is a life-limiting illness, although many people diagnosed with the condition will die from another cause.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Alzheimer's disease,Alzheimer's disease is a progressive disorder that causes brain cells to waste away (degenerate) and die.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Alzheimer's disease,"The damage most often starts in the region of the brain that controls memory, but the process begins years before the first symptoms.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Alzheimer's disease,"Alzheimer's disease is a progressive condition, which means the symptoms develop gradually over many years and eventually become more severe",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Alzheimer's disease,"As the symptoms of Alzheimer's disease progress slowly, it can be difficult to recognise that there's a problem",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Alzheimer's disease,People with Alzheimer's disease can live for several years after they start to develop symptoms,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Alzheimer's disease,"As Alzheimer's disease is a progressive neurological condition, it can cause problems with swallowing.",DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Alzheimer's disease,"Life story work involves a compilation of photos, notes and keepsakes from your childhood to the present day",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Alzheimer's disease,There is no treatment that cures Alzheimer's disease or alters the disease process in the brain.,PERMANENT,,,PERMANENT
MAYO,Alzheimer's disease,"Scientists believe that for most people, Alzheimer's disease is caused by a combination of genetic, lifestyle and environmental factors that affect the brain over time.",PERMANENT,,,PERMANENT
NHS,Alzheimer's disease,"There's currently no cure for Alzheimer's disease, but medicines are available that can help relieve some of the symptoms.",PERMANENT,,,PERMANENT
NHS,Alzheimer's disease,There's currently no cure for Alzheimer's disease,PERMANENT,,,PERMANENT
MAYO,Ambiguous genitalia,"In this condition, developing genital tissues don't respond normally to male hormones made by the testes.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Amnesia,It may not be possible to recover lost memories.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Amniocentesis,"The test itself usually takes about 10 minutes, although the whole consultation may take about 30 minutes.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Amniocentesis,"Amniocentesis is usually carried out between the 15th and 20th weeks of pregnancy, but you can have it later if necessary.",IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
NHS,Amniocentesis,"There's no cure for most of the conditions amniocentesis finds, so you'll need to consider your options carefully.",PERMANENT,,,PERMANENT
NHS,Amputation,The bandage will usually need to be kept in place for a few days to reduce the risk of infection,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Amputation,"Some people have described brief ""flashes"" of mild pain, similar to an electric shock, that last for a few seconds",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Amputation,"After rehabilitation, you may be able to return to work and other activities",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Amputation,"Depending on what's available in your local area, it can be several months before you get your first appointment with a prosthetist.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Amputation,"It's possible to have a prosthetic limb that's both physically realistic and functional, but there may have to be an element of compromise between the different types.",PERMANENT,,,PERMANENT
NHS,Amputation,"Stump and phantom limb pain will usually improve over time, but treatments are available to help relieve the symptoms.",PERMANENT,,,PERMANENT
NHS,Amyloidosis,"These treatments can give your body time to gradually clear the deposits before they build up again, and can help prevent organ damage.",DECLINE,SLOWLY,FROM 5 MINUTE TO 1 DAY,DECLINE SLOWLY FROM 5 MINUTE TO 1 DAY
MAYO,Amyloidosis,"Amyloid isn't normally found in the body, but it can be formed from several different types of protein.",PERMANENT,,,PERMANENT
MAYO,Amyloidosis,There's no cure for amyloidosis.,PERMANENT,,,PERMANENT
NHS,Amyloidosis,There is not currently a cure for amyloidosis,PERMANENT,,,PERMANENT
MAYO,Amyotrophic lateral sclerosis (ALS),"On average, death occurs within three to five years after symptoms begin.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Amyotrophic lateral sclerosis (ALS),There is no cure for this fatal disease.,PERMANENT,,,PERMANENT
NHS,Anaesthesia,"Damage to the peripheral nerves, which run between the spinal cord and the rest of the body, occurs in around 1 in 1,000 people having a general anaesthetic.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Anal cancer,"To start with, these appointments will be every few weeks or months, but they'll gradually become less frequent over time.",DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Anal cancer,You'll usually need to stay in hospital for a bit longer after this type of surgery.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Anal cancer,"Adjusting to life with a colostomy can be challenging, but most people get used to it over time.",PERMANENT,,,PERMANENT
MAYO,Anal cancer,"Together, these two treatments enhance each other and improve chances for a cure.",PERMANENT,,,PERMANENT
MAYO,Anal fissure,Pain after bowel movements that can last up to several hours,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Anal fissure,"Soaking in warm water for 10 to 20 minutes several times a day, especially after bowel movements, can help relax the sphincter and promote healing.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Anal fissure,Anal fissures usually heal within a few weeks without the need for treatment.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Anal fissure,An anal fissure that fails to heal within eight weeks is considered chronic and may need further treatment.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Anal fissure,"Like other small cuts or tears to the skin, an anal fissure will often heal by itself within a few weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Anal fissure,"If your anal fissure is particularly severe or doesn't respond to treatment after 8 weeks, you may have to be referred to a colorectal surgeon, a doctor who specialises in conditions that affect the rectum and anus, for specialist treatment",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Anal fissure,Most people will fully heal within 2 to 4 weeks,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Anal fissure,"However, this is usually a mild type of incontinence where the person is unable to prevent passing wind, and usually only lasts a few weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Anal fissure,"Anal fissures often heal within a few weeks if you take steps to keep your stool soft, such as increasing your intake of fiber and fluids.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Anal fissure,"The effects of botulinum toxin injections last for around 2 to 3 months, which should normally allow enough time for the fissure to heal.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Anal fistula,"Many people do not need to stay in hospital overnight after surgery, although some may need to stay in hospital for a few days.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Anal fistula,"Anal fistulas can cause unpleasant symptoms, such as discomfort and skin irritation, and will not usually get better on their own.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Anal fistula,Crohn's disease – a long-term condition in which the digestive system becomes inflamed,PERMANENT,,,PERMANENT
NHS,Anal pain,The symptoms often pass after a few days,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Anal pain,levator ani syndrome – an aching or pressure sensation in and around the anus that may be constant or last for hours or days at a time; treatment to relax the muscles in the pelvis may help,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Anal pain,The medical name for pain in and around the anus or rectum is proctalgia.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Anal pain,"proctalgia fugax – a condition that causes episodes of sudden, severe anal pain that last for a few minutes at a time; medicine that relaxes the muscles in the pelvis may help",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Anal pain,"Anal fissures can be very painful, but many heal on their own in a few weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Anaphylaxis,You will need to go to hospital for observation – usually for 6-12 hours – as the symptoms can occasionally return during this period.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Anaphylaxis,"This will usually be after a few hours, but may be longer if the reaction was severe",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Androgen insensitivity syndrome,"Most people born with the condition are unable to have children, but they'll otherwise be perfectly healthy and able to lead a normal life.",PERMANENT,,,PERMANENT
MAYO,Anemia,"Anemia can be temporary or long term, and it can range from mild to severe.",PERMANENT,,,PERMANENT
NHS,Angelman syndrome,"In later childhood, the seizures usually improve, although they may return in adulthood",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Angelman syndrome,"While there's currently no cure for Angelman syndrome, research into treatments is being done in other countries",PERMANENT,,,PERMANENT
MAYO,Angelman syndrome,There's no cure for Angelman syndrome.,PERMANENT,,,PERMANENT
MAYO,Angelman syndrome,"People with Angelman syndrome tend to live close to a normal life span, but the disorder can't be cured.",PERMANENT,,,PERMANENT
NHS,Angina,stops within a few minutes of resting,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Angina,You can usually continue to do most of your normal activities.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Angina,"Is usually more severe and lasts longer than stable angina, maybe 30 minutes or longer",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Angina,You'll probably need to take several different medicines for the rest of your life.,PERMANENT,,,PERMANENT
NHS,Angioedema,"The swelling will usually get better by itself in a few days, but there are treatments that can help it settle faster and reduce the risk of it happening again.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Angioedema,"Angioedema can usually be treated at home, although severe cases may need to be treated in hospital.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Angioedema,"Angioedema can usually be treated at home, although treatment in hospital may be necessary in serious cases.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Angioedema,"It is not normally serious, but it can be a recurring problem for some people and can very occasionally be life-threatening if it affects breathing.",PERMANENT,,,PERMANENT
NHS,Angioedema,"a genetic fault that you inherit from your parents – this is a rare, lifelong condition that usually starts in childhood called hereditary angioedema",PERMANENT,,,PERMANENT
NHS,Angiography,The test can take between 30 minutes and 2 hours,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Angiography,You'll usually be able to go home a few hours afterwards,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Anhidrosis,Over most of your body (generalized),DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,DECLINE FAST FROM 5 MINUTE TO 1 DAY
NHS,Ankylosing spondylitis,"These symptoms tend to develop gradually, usually over several months or years, and may come and go over time.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Ankylosing spondylitis,"In some people the condition gets better with time, but for others it can get slowly worse.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Ankylosing spondylitis,"For some people the condition improves after an initial period of inflammation, whereas for others it can get progressively worse over time",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
