source,condition,url,fr0,fr1,fr2,fr3,fr4,fr5,fr6,fr7,fr2DET,fr3DET,fr4DET,fr6DET,fr7DET,Sentence,fr0ORI,fr1ORI,fr3ORI,fr4ORI,fr6ORI,fr7ORI,CEsnippet
MAYO,Alzheimer's disease,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,PROGRESSIVE,,YEAR,,YEAR,Alzheimer's disease is a progressive disorder that causes brain cells to waste away (degenerate) and die.,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,Alzheimer's disease is a progressive disorder that causes brain cells to waste away (degenerate) and die.
MAYO,Alzheimer's disease,,NONE,,,,,,,,,,,,,"A key component of a diagnostic assessment is self-reporting about symptoms, as well as the information that a close family member or friend can provide about symptoms and their impact on daily life",NONE,,,,,,"A key component of a diagnostic assessment is self-reporting about symptoms, as well as the information that a close family member or friend can provide about symptoms and their impact on daily life"
MAYO,Alzheimer's disease,,NONE,,,,,,,,,,,,,A person with Alzheimer's disease may not be able to:,NONE,,,,,,A person with Alzheimer's disease may not be able to:
MAYO,Alzheimer's disease,,NONE,,,,,,,,,,,,,"As the disease progresses, memory impairments worsen and other symptoms develop.",,,,,,,"As the disease progresses, memory impairments worsen and other symptoms develop."
NHS,Alzheimer's disease,,NONE,,,,,,,,,,,,,But around 1 in every 20 cases of Alzheimer's disease affects people aged 40 to 65,NONE,,,,,,But around 1 in every 20 cases of Alzheimer's disease affects people aged 40 to 65
MAYO,Alzheimer's disease,,NONE,,,,,,,,,,,,,Learning as much about the disease as you can,NONE,,,,,,Learning as much about the disease as you can
NHS,Alzheimer's disease,,NONE,,,,,,,,,,,,,Reminiscence and life story work,,,,,,,Reminiscence and life story work
NHS,Alzheimer's disease,,NONE,,,,,,,,,,,,,Risperidone should be used at the lowest dose and for the shortest time possible as it has serious side effects,NONE,,,,,,Risperidone should be used at the lowest dose and for the shortest time possible as it has serious side effects
MAYO,Alzheimer's disease,,NONE,,,,,,,,,,,,,Taking a break every day,NONE,,,,,,Taking a break every day
NHS,Alzheimer's disease,,PERMANENT,,,,,,,,,,,,,There's currently no cure for Alzheimer's disease,PERMANENT,,,,,,There's currently no cure for Alzheimer's disease
NHS,Alzheimer's disease,,PERMANENT,,,,,,,,,,,,,"There's currently no cure for Alzheimer's disease, but medicines are available that can help relieve some of the symptoms.",PERMANENT,,,,,,There's currently no cure for Alzheimer's disease
NHS,Amblyopia,,NONE,,,,,,,,,,,,,"They might object to covering the good eye, but they might not mind if you cover the lazy eye",NONE,,,,,,"They might object to covering the good eye, but they might not mind if you cover the lazy eye"
MAYO,Ameloblastoma,,NONE,,,,,,,,,,,,,"Ameloblastoma is a rare, noncancerous (benign) tumor that develops most often in the jaw near the molars",NONE,,,,,,"Ameloblastoma is a rare, noncancerous (benign) tumor that develops most often in the jaw near the molars"
MAYO,Ameloblastoma,,NONE,,,,,,,,,,,,,Ameloblastoma treatment may include:,NONE,,,,,,Ameloblastoma treatment may include:
MAYO,Ameloblastoma,,NONE,,,,,,,,,,,,,Often it causes no symptoms.,,,,,,,Often it causes no symptoms.
MAYO,Amnesia,,NONE,,,,,,,,,,,,,No medications are currently available for treating most types of amnesia.,,,,,,,No medications are currently available for treating most types of amnesia.
NHS,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,ABOUT,10,MINUTES,30,MINUTES,"The test itself usually takes about 10 minutes, although the whole consultation may take about 30 minutes.",IMPROVE,FAST,0.007,DAY,0.021,DAY,"usually takes about 10 minutes, although the whole consultation may take about 30 minutes."
MAYO,Amniotic fluid embolism,,NONE,,,,,,,,,,,,,Chest X-ray to look for fluid around your heart,NONE,,,,,,Chest X-ray to look for fluid around your heart
MAYO,Amniotic fluid embolism,,NONE,,,,,,,,,,,,,Maternal death.,,,,,,,Maternal death.
MAYO,Ampullary cancer,,NONE,,,,,,,,,,,,,Ampullary cancer treatment often involves extensive surgery to remove the cancer and a large margin of healthy tissue.,NONE,,,,,,Ampullary cancer treatment often involves extensive surgery to remove the cancer and a large margin of healthy tissue.
MAYO,Ampullary cancer,,NONE,,,,,,,,,,,,,List questions from most important to least important in case time runs out,NONE,,,,,,List questions from most important to least important in case time runs out
NHS,Amyloidosis,,PERMANENT,,,,,,,,,,,,,There is not currently a cure for amyloidosis,PERMANENT,,,,,,There is not currently a cure for amyloidosis
MAYO,Amyloidosis,,PERMANENT,,,,,,,,,,,,,There's no cure for amyloidosis,PERMANENT,,,,,,There's no cure for amyloidosis
MAYO,Amyotrophic lateral sclerosis (ALS),,NONE,,,,,,,,,,,,,"As the disease progresses, ALS causes complications, such as:",,,,,,,"As the disease progresses, ALS causes complications, such as:"
MAYO,Amyotrophic lateral sclerosis (ALS),,PERMANENT,,,,,,,,,,,,,There is no cure for this fatal disease.,PERMANENT,,,,,,There is no cure for this fatal disease
NHS,Anal fissure,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,2,WEEK,4,WEEK,Most people will fully heal within 2 to 4 weeks,IMPROVE,MODERATELY,14,DAY,28,DAY,fully heal within 2 to 4 weeks
NHS,Anal fissure,,NONE,,,,,,,,,,,,,Any side effects should pass within a few days once your body gets used to the medicine,,,,,,,Any side effects should pass within a few days once your body gets used to the medicine
MAYO,Anal fissure,,NONE,,,,,,,,,,,,,Failure to heal.,,,,,,,Failure to heal.
MAYO,Anal itching,,NONE,,,,,,,,,,,,,Anal itching is a common condition,NONE,,,,,,Anal itching is a common condition
NHS,Anal pain,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,FEW,WEEK,FEW,WEEK,"Anal fissures can be very painful, but many heal on their own in a few weeks.",IMPROVE,MODERATELY,21,DAY,21,DAY,heal on their own in a few weeks.
NHS,Anaphylaxis,,NONE,,,,,,,,,,,,,Give another injection after 5 to 15 minutes,NONE,,,,,,Give another injection after 5 to 15 minutes
NHS,Anaphylaxis,,NONE,,,,,,,,,,,,,The following can help reduce your risk:,NONE,,,,,,The following can help reduce your risk:
NHS,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/,PERMANENT,,,,,,,,,,,,,"Most people born with the condition are unable to have children, but they'll otherwise be perfectly healthy and able to lead a normal life.",PERMANENT,,,,,,perfectly healthy and able to lead a normal life
MAYO,Aneurysms,,NONE,,,,,,,,,,,,,Fast treatment is essential,NONE,,,,,,Fast treatment is essential
MAYO,Angelman syndrome,,NONE,,,,,,,,,,,,,"Developmental delays, including no crawling or babbling at 6 to 12 months",NONE,,,,,,"Developmental delays, including no crawling or babbling at 6 to 12 months"
NHS,Angelman syndrome,,NONE,,,,,,,,,,,,,People with Angelman syndrome usually have good general health and are often able to improve their communication and acquire new skills.,,,,,,,People with Angelman syndrome usually have good general health and are often able to improve their communication and acquire new skills.
MAYO,Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,PERMANENT,,,,,,,,,,,,,"People with Angelman syndrome tend to live close to a normal life span, but the disorder can't be cured.",PERMANENT,,,,,,the disorder can't be cured.
MAYO,Angelman syndrome,,PERMANENT,,,,,,,,,,,,,There's no cure for Angelman syndrome.,PERMANENT,,,,,,There's no cure for Angelman syndrome
NHS,Angina,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,QUICK,FEW,MINUTES,FEW,MINUTES,stops within a few minutes of resting,IMPROVE,IMMEDIATELY,0.0035,DAY,0.0035,DAY,stops within a few minutes of resting
NHS,Angina,,NONE,,,,,,,,,,,,,Most people with angina need to take several medicines,,,,,,,Most people with angina need to take several medicines
MAYO,Angina,,NONE,,,,,,,,,,,,,Only drive yourself to the hospital as a last resort.,,,,,,,Only drive yourself to the hospital as a last resort.
NHS,Angina,,NONE,,,,,,,,,,,,,Treatment for angina,NONE,,,,,,Treatment for angina
NHS,Angina,https://www.nhs.uk/conditions/angina/,PERMANENT,,,,,,,,,,,,,You'll probably need to take several different medicines for the rest of your life.,PERMANENT,,,,,,for the rest of your life
NHS,Angioedema,,PERMANENT,,,,,,,,,,,,,"a genetic fault that you inherit from your parents – this is a rare, lifelong condition that usually starts in childhood called hereditary angioedema",PERMANENT,,,,,,"a genetic fault that you inherit from your parents – this is a rare, lifelong condition that usually starts in childhood called hereditary angioedema"
NHS,Angiography,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,BETWEEN,30,MINUTES,2,HOURS,The test can take between 30 minutes and 2 hours,IMPROVE,FAST,0.021,DAY,0.08,DAY,The test can take between 30 minutes and 2 hours
NHS,Angioplasty,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,BETWEEN,30,MINUTES,2,HOURS,A coronary angioplasty usually takes between 30 minutes and 2 hours,IMPROVE,FAST,0.021,DAY,0.08,DAY,A coronary angioplasty usually takes between 30 minutes and 2 hours
MAYO,Angiosarcoma,,NONE,,,,,,,,,,,,,Being ready to answer them may reserve time to go over points you want to talk about in-depth,NONE,,,,,,Being ready to answer them may reserve time to go over points you want to talk about in-depth
MAYO,Anhidrosis,,NONE,,,,,,,,,,,,,"Anhidrosis can develop on its own or as one of several signs and symptoms of another condition, such as diabetes or skin injury.",,,,,,,"Anhidrosis can develop on its own or as one of several signs and symptoms of another condition, such as diabetes or skin injury."
MAYO,Anhidrosis,,NONE,,,,,,,,,,,,,Anhidrosis is the inability to sweat normally.,,,,,,,Anhidrosis is the inability to sweat normally.
MAYO,Anhidrosis,,NONE,,,,,,,,,,,,,Get medical help if cramps last longer than an hour,NONE,,,,,,Get medical help if cramps last longer than an hour
MAYO,Anhidrosis,,NONE,,,,,,,,,,,,,Little or no perspiration,,,,,,,Little or no perspiration
MAYO,Ankylosing spondylitis,,NONE,,,,,,,,,,,,,Ankylosing spondylitis treatment is most successful before the disease causes irreversible damage to your joints.,,,,,,,Ankylosing spondylitis treatment is most successful before the disease causes irreversible damage to your joints.
MAYO,Ankylosing spondylitis,,NONE,,,,,,,,,,,,,Onset generally occurs in late adolescence or early adulthood.,,,,,,,Onset generally occurs in late adolescence or early adulthood.
MAYO,Ankylosing spondylitis,,NONE,,,,,,,,,,,,,Signs and symptoms typically begin in early adulthood.,,,,,,,Signs and symptoms typically begin in early adulthood.
NHS,Ankylosing spondylitis,,PERMANENT,,,,,,,,,,,,,"There's no cure for ankylosing spondylitis (AS), but treatment is available to help relieve the symptoms.",PERMANENT,,,,,,There's no cure for
MAYO,Anorexia nervosa,,NONE,,,,,,,,,,,,,People with anorexia can recover.,,,,,,,People with anorexia can recover.
MAYO,Anorexia nervosa,,NONE,,,,,,,,,,,,,Thinking you don't need treatment,NONE,,,,,,Thinking you don't need treatment
NHS,Anorexia nervosa,,NONE,,,,,,,,,,,,,Treatment for anorexia,NONE,,,,,,Treatment for anorexia
NHS,Anorexia nervosa,,NONE,,,,,,,,,,,,,Treatment for children and young people,NONE,,,,,,Treatment for children and young people
MAYO,Anorexia nervosa,,NONE,,,,,,,,,,,,,"Unfortunately, many people with anorexia don't want treatment, at least initially",NONE,,,,,,"Unfortunately, many people with anorexia don't want treatment, at least initially"
NHS,Anorexia nervosa,,NONE,,,,,,,,,,,,,You can also talk in confidence to an adviser from eating disorders charity Beat by calling its adult helpline on 0808 801 0677 or youth helpline on 0808 801 0711.,NONE,,,,,,You can also talk in confidence to an adviser from eating disorders charity Beat by calling its adult helpline on 0808 801 0677 or youth helpline on 0808 801 0711.
MAYO,Anorgasmia in women,,NONE,,,,,,,,,,,,,Lifelong anorgasmia.,,,,,,,Lifelong anorgasmia.
NHS,Anosmia,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,WITHIN,FEW,WEEK,FEW,MONTH,But it isn't usually serious and may get better in a few weeks or months,IMPROVE,MODERATELY,21,DAY,91.31,DAY,may get better in a few weeks or months
NHS,Anosmia,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,WITHIN,FEW,WEEK,FEW,MONTH,Your sense of smell may go back to normal in a few weeks or months.,IMPROVE,MODERATELY,21,DAY,91.31,DAY,may go back to normal in a few weeks or months.
NHS,Antacids,,NONE,,,,,,,,,,,,,But sometimes they can cause:,NONE,,,,,,But sometimes they can cause:
NHS,Antacids,,NONE,,,,,,,,,,,,,The effect of the medicine may also last longer if taken with food.,NONE,,,,,,The effect of the medicine may also last longer if taken with food.
MAYO,Anthrax,,NONE,,,,,,,,,,,,,"But within a day or two, the bump develops into an open, usually painless sore with a black center.",,,,,,,"But within a day or two, the bump develops into an open, usually painless sore with a black center."
NHS,Anticoagulant medicines,,NONE,,,,,,,,,,,,,Most people need to take their tablets or capsules once or twice a day with water or food.,NONE,,,,,,Most people need to take their tablets or capsules once or twice a day with water or food.
NHS,Antihistamines,,NONE,,,,,,,,,,,,,and reactions to,,,,,,,and reactions to
NHS,Antihistamines,,NONE,,,,,,,,,,,,,insect bites or stings,,,,,,,insect bites or stings
MAYO,Antiphospholipid syndrome (APS),,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,QUICK,FEW,MINUTES,FEW,MINUTES,"Similar to a stroke, a TIA usually lasts only a few minutes and causes no permanent damage",IMPROVE,IMMEDIATELY,0.0035,DAY,0.0035,DAY,"Similar to a stroke, a TIA usually lasts only a few minutes and causes no permanent damage"
MAYO,Antisocial personality disorder,,NONE,,,,,,,,,,,,,Aggression toward people and animals,NONE,,,,,,Aggression toward people and animals
NHS,Antisocial personality disorder,,NONE,,,,,,,,,,,,,"To be diagnosed with antisocial personality disorder, a person will usually have a history of conduct disorder before the age of 15.",NONE,,,,,,"To be diagnosed with antisocial personality disorder, a person will usually have a history of conduct disorder before the age of 15."
MAYO,Anxiety disorders,,NONE,,,,,,,,,,,,,Experiencing occasional anxiety is a normal part of life,NONE,,,,,,Experiencing occasional anxiety is a normal part of life
MAYO,Anxiety disorders,,NONE,,,,,,,,,,,,,See your doctor or a mental health provider before your anxiety gets worse,NONE,,,,,,See your doctor or a mental health provider before your anxiety gets worse
MAYO,Anxiety disorders,,NONE,,,,,,,,,,,,,Start out slowly and gradually increase the amount and intensity of your activities.,,,,,,,Start out slowly and gradually increase the amount and intensity of your activities.
MAYO,Anxiety disorders,,NONE,,,,,,,,,,,,,Take action.,,,,,,,Take action.
MAYO,Aortic dissection,,NONE,,,,,,,,,,,,,An aortic dissection can lead to:,NONE,,,,,,An aortic dissection can lead to:
MAYO,Aortic valve disease,,NONE,,,,,,,,,,,,,Biological tissue valves degenerate over time and may eventually need to be replaced.,,,,,,,Biological tissue valves degenerate over time and may eventually need to be replaced.
MAYO,Aortic valve disease,,NONE,,,,,,,,,,,,,This team can work closely with you to determine the most appropriate treatment for your condition,NONE,,,,,,This team can work closely with you to determine the most appropriate treatment for your condition
MAYO,Aortic valve regurgitation,,NONE,,,,,,,,,,,,,"Most often, aortic valve regurgitation develops gradually, and your heart compensates for the problem",NONE,,,,,,"Most often, aortic valve regurgitation develops gradually, and your heart compensates for the problem"
